"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Crypto news, Mastercard Adopts AI In Fight to Tackle Crypto crime https://t.co/v2QHzQms7W",FALSE,0,NA,2022-10-04 12:29:06,FALSE,NA,"1577274612651630593",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","zellanews",0,FALSE,FALSE,NA,NA
"@Deva__________ @reutersevents Crypto finances child snuff movies kkk white supremacist pay per view torture with s… https://t.co/w9LAeQc6Zx",FALSE,0,"Deva__________",2022-10-04 12:28:25,TRUE,"1577203916369821697","1577274439179599872","1492832354330882048","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"@teehodl @reutersevents @StephenMerchant Crypto finances child snuff movies kkk white supremacist pay per view tort… https://t.co/a8mHSL0KwK",FALSE,0,"teehodl",2022-10-04 12:26:15,TRUE,"1577223704060174338","1577273894297559040","1315260464599834625","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"Mastercard Adopts Artificial Intelligence In Fight to Tackle
Crypto Crime  https://t.co/HWBUvpzHvh",FALSE,0,NA,2022-10-04 12:25:18,FALSE,NA,"1577273655997997056",NA,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft Power Platform</a>","cryptonewz_io",0,FALSE,FALSE,NA,NA
"Kim Kardashian's crypto hustle is America's crime of the century. What does it mean for you? (1/789)",FALSE,1,NA,2022-10-04 12:23:19,FALSE,NA,"1577273156225884160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PitchbotPost",0,FALSE,FALSE,NA,NA
"@kenkelly1 @reutersevents Crypto finances child snuff movies kkk white supremacist pay per view torture with sugges… https://t.co/vCYB6FMZEU",FALSE,0,"kenkelly1",2022-10-04 12:21:48,TRUE,"1577222071205400576","1577272773147521024","27195852","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"RT @gokhshteinmedia: NEWS UPDATE: @Mastercard launches Cryptocurrency Anti-Fraud Tool for Card Issuers, helping banks to determine the risk…",FALSE,0,NA,2022-10-04 12:19:45,FALSE,NA,"1577272257692696577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","manny4983",5,TRUE,FALSE,NA,NA
"RT @gokhshteinmedia: NEWS UPDATE: @Mastercard launches Cryptocurrency Anti-Fraud Tool for Card Issuers, helping banks to determine the risk…",FALSE,0,NA,2022-10-04 12:18:34,FALSE,NA,"1577271960660480001",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","itscryptocamel",5,TRUE,FALSE,NA,NA
"Mastercard Adopts AI In Fight to Tackle Crypto crime - BeInCrypto: Mastercard Adopts AI In Fight to Tackle Crypto c… https://t.co/LYP1G5k1r1",FALSE,0,NA,2022-10-04 12:18:06,TRUE,NA,"1577271842104311809",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","SuriyaSubraman",0,FALSE,FALSE,NA,NA
"Mastercard Adopts AI In Fight to Tackle Crypto crime - BeInCrypto https://t.co/P23okLXu1A",FALSE,0,NA,2022-10-04 12:18:04,FALSE,NA,"1577271834206429184",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AISelection",0,FALSE,FALSE,NA,NA
"-Mastercard launches cryptocurrency anti-fraud tool to help card issuers determine the risk of crime associated wit… https://t.co/ZjK75jxqvZ",FALSE,0,"CryptoSwartz",2022-10-04 12:12:14,TRUE,"1577270325381050371","1577270366623649794","1384933963072946177","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CryptoSwartz",0,FALSE,FALSE,NA,NA
"#BUY today's ""Busto da Gato in Florence"" for 10ꜩ on https://t.co/zgTyFjKQdg
Buying my paintings  is a crime I never… https://t.co/cZvYQx4Kqm",FALSE,0,NA,2022-10-04 12:10:42,TRUE,NA,"1577269981745713153",NA,"<a href=""http://www.caedmon.it"" rel=""nofollow"">InterfaceCDM</a>","ImCaedmon",0,FALSE,FALSE,NA,NA
"Mastercard Launches AI Tool to Help Banks Assess Crypto Crime https://t.co/kpcUfjQJi2",FALSE,0,NA,2022-10-04 12:10:19,FALSE,NA,"1577269884752379906",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Mindless_Crypto",0,FALSE,FALSE,NA,NA
"Binance to Train Law Enforcement on How to Stop Crypto Crime https://t.co/jLkzPEvdv2",FALSE,0,NA,2022-10-04 12:10:15,FALSE,NA,"1577269868453298178",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","SecuritiesD",0,FALSE,FALSE,NA,NA
"RT @gokhshteinmedia: NEWS UPDATE: @Mastercard launches Cryptocurrency Anti-Fraud Tool for Card Issuers, helping banks to determine the risk…",FALSE,0,NA,2022-10-04 12:09:11,FALSE,NA,"1577269601368387584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Intriguin_g",5,TRUE,FALSE,NA,NA
"RT @gokhshteinmedia: NEWS UPDATE: @Mastercard launches Cryptocurrency Anti-Fraud Tool for Card Issuers, helping banks to determine the risk…",FALSE,0,NA,2022-10-04 12:08:19,FALSE,NA,"1577269383755595776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Great_sage5",5,TRUE,FALSE,NA,NA
"These safeguards can help prevent financial crime and keep law enforcement agencies out of the crypto space.

Was t… https://t.co/Io2XGqlaQW",FALSE,18,"Play2Earn_Media",2022-10-04 12:07:43,TRUE,"1577269223831003137","1577269230680289281","1503928105379020800","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Play2Earn_Media",0,FALSE,FALSE,NA,NA
"RT @TheAltcoinHub: Mastercard are launching a new product called Crypto Secure that helps banks assess the risk of crime associated with cr…",FALSE,0,NA,2022-10-04 12:07:07,FALSE,NA,"1577269079672750083",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","josecramerican",10,TRUE,FALSE,NA,NA
"@Flynning2 @reutersevents Crypto finances child snuff movies kkk white supremacist pay per view torture with sugges… https://t.co/hMpUaT0sU6",FALSE,0,"Flynning2",2022-10-04 12:06:10,TRUE,"1577262920056328192","1577268842707177474","1199321344619536384","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"@StevieGor1986 @reutersevents Crypto finances child snuff movies kkk white supremacist pay per view torture with su… https://t.co/m1HSl64q49",FALSE,0,"StevieGor1986",2022-10-04 12:05:03,TRUE,"1577223713510281219","1577268561118367745","1569963588013510657","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"NEWS UPDATE: @Mastercard launches Cryptocurrency Anti-Fraud Tool for Card Issuers, helping banks to determine the r… https://t.co/v8FlV2qoLg",FALSE,17,NA,2022-10-04 12:04:59,TRUE,NA,"1577268543498096642",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gokhshteinmedia",5,FALSE,FALSE,NA,NA
"@liberator789 @reutersevents Crypto finances child snuff movies kkk white supremacist pay per view torture with sug… https://t.co/Fv9OMkFCmI",FALSE,0,"liberator789",2022-10-04 12:04:40,TRUE,"1577218556487667713","1577268463738855424","1519015052212383745","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"@only1womble @reutersevents @BBCPanorama @trussliz @UKParliament Crypto finances child snuff movies kkk white supre… https://t.co/wdP0UWuhDi",FALSE,0,"only1womble",2022-10-04 12:02:42,TRUE,"1577222483576770560","1577267968802951170","39473575","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"@bornauthority @brunapper @reutersevents Crypto finances child snuff movies kkk white supremacist pay per view tort… https://t.co/1Lr9DHtSrc",FALSE,0,"bornauthority",2022-10-04 12:01:20,TRUE,"1577250333784387584","1577267625432080384","1553383768085241856","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"RT @CryptoSavingExp: Mastercard service called 'Crypto Secure' that helps banks assess the risk of crime associated with #crypto merchants…",FALSE,0,NA,2022-10-04 12:00:23,FALSE,NA,"1577267384246669312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","odicheidika1",22,TRUE,FALSE,NA,NA
"@Andy454545 @reutersevents Crypto finances child snuff movies kkk white supremacist pay per view torture with sugge… https://t.co/bjT84CMWr0",FALSE,0,"jamesmoylan77",2022-10-04 11:57:37,TRUE,"1577262925429243904","1577266686981349377","1586904265","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"RT @Tidex_Exchange: 🇺🇸 The US Department of Justice will open a digital assets crime division 

👩‍⚖️ #Coinbase Sued Again for $350 Million…",FALSE,0,NA,2022-10-04 11:52:02,FALSE,NA,"1577265285274341376",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DwayneChilla",4,TRUE,FALSE,NA,NA
"Mastercard Adopts Artificial Intelligence In Fight to Tackle Crypto Crime
#bitcoin #nfts
https://t.co/LV7yKeTlgS",FALSE,0,NA,2022-10-04 11:50:05,FALSE,NA,"1577264792330506240",NA,"<a href=""https://www.thinkmoon.io"" rel=""nofollow"">thinkmoon-v1.1</a>","thinkmoonio",0,FALSE,FALSE,NA,NA
"RT @Ryan_Browne_: Crypto exchanges are given a numeric score &amp; colour code based on the risk of crime occurring on their platforms.

Card i…",FALSE,0,NA,2022-10-04 11:46:01,FALSE,NA,"1577263770363011073",NA,"<a href=""http://techmeme.com/about"" rel=""nofollow"">Techmeme Editors</a>","TechmemeChatter",1,TRUE,FALSE,NA,NA
"@gazfitzgaz @reutersevents Crypto finances child snuff movies kkk white supremacist pay per view torture with sugge… https://t.co/WbtfOZIJy3",FALSE,0,"gazfitzgaz",2022-10-04 11:45:03,TRUE,"1577217627826843648","1577263526477189120","1683476202","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"Mastercard Adopts AI In Fight to Tackle Crypto crime https://t.co/tkEvZtKmuG",FALSE,0,NA,2022-10-04 11:44:02,FALSE,NA,"1577263268845993984",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","SarkariResultI2",0,FALSE,FALSE,NA,NA
"Mastercard are launching a new product called Crypto Secure that helps banks assess the risk of crime associated wi… https://t.co/uEiJiOT1Db",FALSE,1,NA,2022-10-04 11:42:36,TRUE,NA,"1577262911080529920",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cryptosnewsx",0,FALSE,FALSE,NA,NA
"Mastercard Adopts Artificial Intelligence In Fight to Tackle Crypto Crime
 https://t.co/AIe2WYYWL2",FALSE,0,NA,2022-10-04 11:42:01,FALSE,NA,"1577262763801452545",NA,"<a href=""https://www.cryptosalerting.com/"" rel=""nofollow"">AlertingCryptos</a>","AlertingCryptos",0,FALSE,FALSE,NA,NA
"Mastercard Adopts Artificial Intelligence In Fight to Tackle Crypto Crime https://t.co/Q2d5BXExMd",FALSE,0,NA,2022-10-04 11:35:02,FALSE,NA,"1577261007470153729",NA,"<a href=""https://chainparrot.com"" rel=""nofollow"">Chainparrot</a>","chainparrot",0,FALSE,FALSE,NA,NA
"Mastercard Adopts Artificial Intelligence In Fight to Tackle Crypto Crime https://t.co/SlLd5M1xjO",FALSE,0,NA,2022-10-04 11:34:35,FALSE,NA,"1577260893771288577",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Arifai777",0,FALSE,FALSE,NA,NA
"#Markets #ArtificialIntelligenceAI #Blockchain #CryptoCrime Mastercard Adopts Artificial Intelligence In Fight to T… https://t.co/9i7iaRI3xS",FALSE,0,NA,2022-10-04 11:34:35,TRUE,NA,"1577260890654912512",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","roccodallas",0,FALSE,FALSE,NA,NA
"@crypto If the penalty for a crime is a fine, then it’s only a penalty for poor people.",FALSE,0,"crypto",2022-10-04 11:32:21,FALSE,"1576900317328904192","1577260332417921024","928759224599040001","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MisterWewah",0,FALSE,FALSE,NA,NA
"Mastercard Adopts AI In Fight to Tackle Crypto crime https://t.co/MKP4Unmixm",FALSE,0,NA,2022-10-04 11:31:38,FALSE,NA,"1577260151811280899",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","meta_crunch",0,FALSE,FALSE,NA,NA
"Mastercard Adopts Artificial Intelligence In Fight to Tackle Crypto Crime https://t.co/LdDXRicAQ9",FALSE,0,NA,2022-10-04 11:31:35,FALSE,NA,"1577260136086790147",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","beitmenotyou",0,FALSE,FALSE,NA,NA
"Mastercard Adopts Artificial Intelligence In Fight to Tackle Crypto Crime

Mastercard is launching a system to asse… https://t.co/WoAT5yFwsh",FALSE,0,NA,2022-10-04 11:30:45,TRUE,NA,"1577259929211109376",NA,"<a href=""https://daytimedev.com"" rel=""nofollow"">aiodev-stagging</a>","TheCryptoRss",0,FALSE,FALSE,NA,NA
"RT @TheAltcoinHub: Mastercard are launching a new product called Crypto Secure that helps banks assess the risk of crime associated with cr…",FALSE,0,NA,2022-10-04 11:30:32,FALSE,NA,"1577259871639986177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jfromsoflo",10,TRUE,FALSE,NA,NA
"RT @sbitchain: Bitcoin slumps ahead of Fed decision, and DOJ takes action to curb crypto crime: CNBC Crypto World — https://t.co/JW3DXchTgB…",FALSE,0,NA,2022-10-04 11:24:18,FALSE,NA,"1577258305755697153",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","makecentmarket",1,TRUE,FALSE,NA,NA
"RT @BitOK_org: 🇰🇿🤝🪙#Binance cooperate with #Kazakhstan to fight financial crime!

#crypto #regulation https://t.co/7dwqolkMzz",FALSE,0,NA,2022-10-04 11:20:03,FALSE,NA,"1577257233909366784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SnigdhaMrs",2,TRUE,FALSE,NA,NA
"Mastercard pushes deeper into #Crypto with new tool for combating fraud - CNBC https://t.co/scumfVlECm #Crime… https://t.co/u7xXo1dtaV",FALSE,0,NA,2022-10-04 11:18:33,TRUE,NA,"1577256858557218816",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Stock_Market_Pr",0,FALSE,FALSE,NA,NA
"RT @Europol: Collaboration is key when it comes to investigating &amp; prosecuting crypto-enabled crimes &amp; money laundering.

To increase this…",FALSE,0,NA,2022-10-04 11:14:21,FALSE,NA,"1577255801994940416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jemurga",15,TRUE,FALSE,NA,NA
"@blurrCrystal @AvittiaCharro @Cernovich @elonmusk You not understanding how FDIC works isn't you making a valid poi… https://t.co/RNn5BqCuZP",FALSE,0,"blurrCrystal",2022-10-04 11:12:57,TRUE,"1577253955393855488","1577255448465444864","173224782","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Housturd",0,FALSE,FALSE,NA,NA
"RT @mdudas: ah, the crime of failing to put #ad in the post shilling a crypto scam",FALSE,0,NA,2022-10-04 11:02:04,FALSE,NA,"1577252710566469632",NA,"<a href=""https://m1.t7w.co"" rel=""nofollow"">T7 App</a>","Alex_Pundit",3,TRUE,FALSE,NA,NA
"Mastercard Launches AI Tool to Help Banks Assess Crypto Crime - Tokenist https://t.co/kG7lD7A6sn https://t.co/JNsrCbVWyI",FALSE,0,NA,2022-10-04 10:59:58,FALSE,NA,"1577252182646202369",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","in4n6",0,FALSE,FALSE,NA,NA
"🇰🇿@binance has signed a Memorandum of Understanding with the Kazakh governing, expressing mutual interest in the sa… https://t.co/4yECVu9mgL",FALSE,2,NA,2022-10-04 10:43:00,TRUE,NA,"1577247910076596224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MrCryptowisser",0,FALSE,FALSE,NA,NA
"RT @Crypto_Dep: ⚡️ @Mastercard has announced the launch of the new #CryptoSecure software 

#Mastercard will launch CryptoSecure, a new pro…",FALSE,0,NA,2022-10-04 10:42:59,FALSE,NA,"1577247906444152834",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","muzerman_v",4,TRUE,FALSE,NA,NA
"RT @Tidex_Exchange: 🇺🇸 The US Department of Justice will open a digital assets crime division 

👩‍⚖️ #Coinbase Sued Again for $350 Million…",FALSE,0,NA,2022-10-04 10:41:37,FALSE,NA,"1577247563639451649",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DawnGuillory12",4,TRUE,FALSE,NA,NA
"RT @BitOK_org: 🇰🇿🤝🪙#Binance cooperate with #Kazakhstan to fight financial crime!

#crypto #regulation https://t.co/7dwqolkMzz",FALSE,0,NA,2022-10-04 10:28:42,FALSE,NA,"1577244311095169024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shaon_rohet",2,TRUE,FALSE,NA,NA
"Never liked any of them or Jenners.
But the family resembles THE trump CRIME FAMILY https://t.co/VsoD4IwLbb",FALSE,1,NA,2022-10-04 10:27:06,FALSE,NA,"1577243908857380864",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","bkm919",0,FALSE,FALSE,NA,NA
"RT @ITMob: UK Introduces Law to Seize, Freeze and Recover Crypto 

The Economic Crime and Corporate Transparency bill is meant to build on…",FALSE,0,NA,2022-10-04 10:20:18,FALSE,NA,"1577242198134988800",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ITMobjobs",1,TRUE,FALSE,NA,NA
"RT @Crypto_Dep: ⚡️ @Mastercard has announced the launch of the new #CryptoSecure software 

#Mastercard will launch CryptoSecure, a new pro…",FALSE,0,NA,2022-10-04 10:17:00,FALSE,NA,"1577241368715350016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iam_dikianggara",4,TRUE,FALSE,NA,NA
"RT @Crypto_Dep: ⚡️ @Mastercard has announced the launch of the new #CryptoSecure software 

#Mastercard will launch CryptoSecure, a new pro…",FALSE,0,NA,2022-10-04 10:16:35,FALSE,NA,"1577241262473629696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lunacianlemon",4,TRUE,FALSE,NA,NA
"RT @Crypto_Dep: ⚡️ @Mastercard has announced the launch of the new #CryptoSecure software 

#Mastercard will launch CryptoSecure, a new pro…",FALSE,0,NA,2022-10-04 10:11:56,FALSE,NA,"1577240092951089152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guinnessstache",4,TRUE,FALSE,NA,NA
"⚡️ @Mastercard has announced the launch of the new #CryptoSecure software 

#Mastercard will launch CryptoSecure, a… https://t.co/tv5PTk0A28",FALSE,21,NA,2022-10-04 10:10:40,TRUE,NA,"1577239775874256896",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Crypto_Dep",4,FALSE,FALSE,NA,NA
"RT @OCCRP: Chinese authorities said they arrested 93 suspected members of a crime group accused of laundering $5.6 billion using virtual cu…",FALSE,0,NA,2022-10-04 10:10:19,FALSE,NA,"1577239684329398275",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nimio",44,TRUE,FALSE,NA,NA
"ICYMI: #Mastercard just launched an AI-powered tool to help banks assess merchants for crypto-related crime.… https://t.co/Hs5GMPMeb3",FALSE,0,NA,2022-10-04 10:09:22,TRUE,NA,"1577239446675668993",NA,"<a href=""https://airtable.com"" rel=""nofollow"">Airtable Automations</a>","thetokenist",0,FALSE,FALSE,NA,NA
"UK Introduces Law to Seize, Freeze and Recover Crypto 

The Economic Crime and Corporate Transparency bill is meant… https://t.co/1bGBLtnXn6",FALSE,1,NA,2022-10-04 10:08:02,TRUE,NA,"1577239109743026176",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","ITMob",1,FALSE,FALSE,NA,NA
"@Wordsmith1327 @BrexitBassist @MayorofLondon Escalating crime 🤣",FALSE,0,"Wordsmith1327",2022-10-04 10:03:49,FALSE,"1577182479659995136","1577238051985666048","420564742","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crypto_t1",0,FALSE,FALSE,NA,NA
"Not buying #ADA for this price is a crime to yourself. 

Few. 

#Cardano #Crypto #cryptocurrency",FALSE,0,NA,2022-10-04 10:02:49,FALSE,NA,"1577237800599965697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Scheerschmidt1",0,FALSE,FALSE,NA,NA
"Mastercard’s #crypto Secure product helps banks to determine the risk of crime associated with #crypto exchanges on its payment network.",FALSE,0,NA,2022-10-04 10:00:34,FALSE,NA,"1577237233358327809",NA,"<a href=""https://pipedream.com"" rel=""nofollow"">Pipedream, Inc</a>","Terse_tech",0,FALSE,FALSE,NA,NA
"RT @CryptoSavingExp: Mastercard service called 'Crypto Secure' that helps banks assess the risk of crime associated with #crypto merchants…",FALSE,0,NA,2022-10-04 09:53:30,FALSE,NA,"1577235455455547393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Queeeeennsss",21,TRUE,FALSE,NA,NA
"RT @PriapusIQ: ⚠️ Mastercard pushes deeper into crypto with new tool for combating fraud

Mastercard today launch a new product called Cryp…",FALSE,0,NA,2022-10-04 09:47:51,FALSE,NA,"1577234031900753921",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sandoly",1,TRUE,FALSE,NA,NA
"Published on YouTube: Binance signs MoU with Kazakhstan to fight financial crime https://t.co/6EyA7xuYoP #crypto… https://t.co/KCGO6PUNLj",FALSE,0,NA,2022-10-04 09:47:33,TRUE,NA,"1577233955379716096",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","cryptospeaks2me",0,FALSE,FALSE,NA,NA
"RT @CryptoSavingExp: Mastercard service called 'Crypto Secure' that helps banks assess the risk of crime associated with #crypto merchants…",FALSE,0,NA,2022-10-04 09:39:44,FALSE,NA,"1577231988481658880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rabeyyy_9",21,TRUE,FALSE,NA,NA
"Mastercard’s Crypto Secure product helps banks to determine the risk of crime associated with crypto exchanges on i… https://t.co/samJONNijA",FALSE,0,NA,2022-10-04 09:37:34,TRUE,NA,"1577231444476563458",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","StrawberryNG",0,FALSE,FALSE,NA,NA
"Payments Giant Mastercard Launches Cryptocurrency Anti-Fraud Tool for Card Issuers

Mastercard’s #Crypto Secure pro… https://t.co/1znDovjQ4E",FALSE,0,NA,2022-10-04 09:35:03,TRUE,NA,"1577230811593670664",NA,"<a href=""https://daytimedev.com"" rel=""nofollow"">aiodev-stagging</a>","TheCryptoRss",0,FALSE,FALSE,NA,NA
"Around 90% of firms that applied for FCA authorisation for #crypto services either withdrew or failed to obtain aut… https://t.co/BnOlq7w9Xm",FALSE,1,NA,2022-10-04 09:32:06,TRUE,NA,"1577230070120226816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KarynHarty",0,FALSE,FALSE,NA,NA
"MasterCard launches Crptosecure software that uses sophisticated Artificial intelligence algorithm to determine the… https://t.co/fxVG2j1iZX",FALSE,0,NA,2022-10-04 09:16:16,TRUE,NA,"1577226084021477376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbubakarMundir",0,FALSE,FALSE,NA,NA
"RT @news_whales: 📣 @Mastercard will launch a new product called Crypto Secure that helps banks assess the risk of crime associated with cry…",FALSE,0,NA,2022-10-04 09:12:47,FALSE,NA,"1577225208431538178",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itismoshah",2,TRUE,FALSE,NA,NA
"📣 @Mastercard will launch a new product called Crypto Secure that helps banks assess the risk of crime associated w… https://t.co/HNunQFZaAo",FALSE,2,NA,2022-10-04 09:12:16,TRUE,NA,"1577225076109242368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","news_whales",2,FALSE,FALSE,NA,NA
"RT @TheDustyBC: JUST IN: Binance Has A Special Team That is Training Law Enforcement Around the World to Combat #Crypto Crime",FALSE,0,NA,2022-10-04 09:11:42,FALSE,NA,"1577224933918183424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HappYear007",21,TRUE,FALSE,NA,NA
"GM/GA/GN #Crime Mastercard pushes deeper into crypto with new tool for combating fraud - CNBC https://t.co/s0h9i7e01U",FALSE,0,NA,2022-10-04 09:06:17,FALSE,NA,"1577223570216091648",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","0xdefinews",0,FALSE,FALSE,NA,NA
"Economic Crime Bill raises crypto concerns - IFLR https://t.co/fW5U2RSFgK https://t.co/PcSzvgQ5lf",FALSE,0,NA,2022-10-04 09:00:11,FALSE,NA,"1577222037097029637",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","in4n6",0,FALSE,FALSE,NA,NA
"Mastercard are launching a new product called Crypto Secure that helps banks assess the risk of crime associated wi… https://t.co/5pd2gkVPbG",FALSE,1,NA,2022-10-04 08:56:48,TRUE,NA,"1577221183937781761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AigbovoGod",0,FALSE,FALSE,NA,NA
"RT @ramsden_cora: DeFi Has Become Crypto Crime’s Main Arena, Crystal Blockchain Says $TTC #TechTrees https://t.co/W7pVafozuy",FALSE,0,NA,2022-10-04 08:56:36,FALSE,NA,"1577221133123825664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RosKatee",7,TRUE,FALSE,NA,NA
"@xeplusplus @ninaturner Tell that to the dog….and let’s not forget a crime has been committed and the murderer got… https://t.co/Dex8LQTJpn",FALSE,0,"xeplusplus",2022-10-04 08:55:24,TRUE,"1565129517349441536","1577220834250223616","1414312488166961154","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sensei_crypto",0,FALSE,FALSE,NA,NA
"RT @TheDustyBC: JUST IN: Binance Has A Special Team That is Training Law Enforcement Around the World to Combat #Crypto Crime",FALSE,0,NA,2022-10-04 08:53:33,FALSE,NA,"1577220366615064576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LkaHaruna",21,TRUE,FALSE,NA,NA
